Index,Frequency,Percentage,Word,Desc,Code,Translit,Len
618,164.84,58.75, число , сущ неод ед ср им ,46097,chislo,6
619,164.47,58.76, всякое , сущ неод ед ср им ,168079,vsjakoe,7
620,164.17,58.78, рубль , сущ неод ед муж им ,139127,rubl',5
623,163.13,58.83, вера , сущ неод ед жен им ,2807,vera,4
624,162.76,58.84, вовсе , нар опред степ ,199287,vovse,5
625,162.7,58.86, удар , сущ неод ед муж им ,34347,udar,4
626,162.51,58.88, телефон , сущ неод ед муж им ,33783,telefon,7
627,162.45,58.89, колено , сущ неод ед ср им ,39803,koleno,6
629,161.78,58.92, коридор , сущ неод ед муж им ,27039,koridor,7
630,161.78,58.94, мало , числ неопр им ,4016671,malo,4
631,161.29,58.96, мужик , сущ одуш ед муж им ,28515,muzhik,6
632,160.98,58.97, правый , прл ед муж им ,54204,pravyj,6
633,160.56,58.99, автор , сущ одуш ед муж им ,79,avtor,5
635,159.88,59.02, хватить , гл сов непер инф безл ,99041,hvatit',7
636,159.52,59.04, многие , сущ мн им ,4152855,mnogie,6
637,158.78,59.05, кабинет , сущ неод ед муж им ,26091,kabinet,7
640,158.17,59.1, самолет , сущ неод ед муж им ,32235,samolet,7
641,157.74,59.12, вниз , нар обст напр ,199258,vniz,4
643,157.62,59.15, игра , сущ неод ед жен им ,6611,igra,4
644,157.43,59.16, рассказ , сущ неод ед муж им ,31755,rasskaz,7
646,157.31,59.2, хлеб , сущ неод ед муж им ,35025,hleb,4
647,157.19,59.21, убить , гл сов перех инф ,66510,ubit',5
648,157.07,59.23, родной , прл ед муж им ,55104,rodnoj,6
650,156.58,59.26, менее , нар опред степ ,201287,menee,5
651,156.45,59.27, желтый , прл ед муж им ,49163,zheltyj,7
654,156.09,59.32, выпить , гл сов пер/не инф ,59172,vypit',6
656,155.9,59.35, трубка , сущ неод ед жен им ,20457,trubka,6
658,155.84,59.38, враг , сущ одуш ед муж им ,24003,vrag,4
659,155.78,59.4, двое , числ собир им ,4016534,dvoe,4
660,155.35,59.41, доктор , сущ одуш ед общ им ,25047,doktor,6
661,155.29,59.43, ладонь , сущ неод ед жен им ,8777,ladon',6
662,154.99,59.44, вызвать , гл сов перех инф ,59012,vyzvat',7
665,154.43,59.49, наука , сущ неод ед жен им ,10985,nauka,5
667,153.46,59.52, служба , сущ неод ед жен им ,18393,sluzhba,7
670,153.03,59.57, сорок , числ кол им ,4015169,sorok,5
671,152.97,59.58, счет , сущ неод ед муж им ,33555,schet,5
673,152.29,59.61, золотой , прл ед муж им ,49623,zolotoj,7
674,152.23,59.63, местный , прл ед муж им ,51214,mestnyj,7
675,152.05,59.64, кухня , сущ неод ед жен им ,8717,kuhnja,6
676,151.74,59.66, крупный , прл ед муж им ,50608,krupnyj,7
678,151.56,59.69, молодой , прл ед муж им ,51424,molodoj,7
680,151.01,59.72, роман , сущ неод ед муж им ,32067,roman,5
684,149.97,59.78, частый , прл ед муж им ,57579,chastyj,7
687,149.6,59.82, синий , прл ед муж им ,55549,sinij,5
689,149.54,59.85, столько , нар опред степ ,205630,stol'ko,7
690,149.48,59.87, метр , сущ неод ед муж им ,28191,metr,4
691,149.48,59.88, теплый , прл ед муж им ,56529,teplyj,6
692,149.23,59.9, достать , гл сов пер/не инф ,59732,dostat',7
696,148.74,59.96, интерес , сущ неод ед муж им ,25953,interes,7
699,148.19,60.0, упасть , гл сов непер инф ,66817,upast',6
704,147.7,60.08, шесть , числ кол им ,4015073,shest',6
706,147.15,60.11, бой , сущ неод ед муж им ,126992,boj,3
707,146.6,60.12, шея , сущ неод ед жен им ,22179,sheja,5
708,146.48,60.14, идея , сущ неод ед жен им ,6635,ideja,5
709,146.48,60.15, вон , част ,207391,von,3
710,146.42,60.17, видимо , ввод ,4104899,vidimo,6
713,145.93,60.21, важный , прл ед муж им ,47552,vazhnyj,7
714,145.87,60.22, трава , сущ неод ед жен им ,20265,trava,5
715,145.74,60.24, дед , сущ одуш ед муж им ,24735,ded,3
717,145.62,60.27, чай , сущ неод ед муж им ,143425,chaj,4
718,145.62,60.28, бить , гл несов пер/не инф ,58333,bit',4
721,145.5,60.33, поздний , прл ед муж им ,53854,pozdnij,7
722,145.38,60.34, кивнуть , гл сов непер инф ,76990,kivnut',7
723,145.13,60.36, род , сущ неод ед муж им ,32019,rod,3
725,144.58,60.38, тонкий , прл ед муж им ,56609,tonkij,6
726,144.52,60.4, звук , сущ неод ед муж им ,25635,zvuk,4
728,144.4,60.43, магазин , сущ неод ед муж им ,27795,magazin,7
729,144.4,60.44, отдать , гл сов пер/не инф ,82330,otdat',6
731,144.09,60.47, поэт , сущ одуш ед муж им ,30795,poet,4
732,143.97,60.49, спасибо , част ,207641,spasibo,7
733,143.91,60.5, событие , сущ неод ед ср им ,44615,sobytie,7
734,143.91,60.51, болезнь , сущ неод ед жен им ,2281,bolezn',7
735,143.66,60.53, помочь , гл сов непер инф ,63432,pomoch',7
736,143.54,60.54, кожа , сущ неод ед жен им ,149693,kozha,5
737,143.48,60.56, лист , сущ неод ед муж им ,27639,list,4
738,143.29,60.57, слать , гл несов перех инф ,95083,slat',5
741,143.17,60.61, слеза , сущ неод ед жен им ,18345,sleza,5
743,143.11,60.64, молча , нар опред спос ,201394,molcha,6
744,143.05,60.66, сильно , нар опред кач ,205298,sil'no,6
746,142.87,60.69, верный , прл ед муж им ,47632,vernyj,6
747,142.74,60.7, оружие , сущ неод ед ср им ,41423,oruzhie,7
748,142.38,60.71, готовый , прл ед муж им ,48423,gotovyj,7
750,142.25,60.74, запах , сущ неод ед муж им ,25545,zapah,5
751,141.7,60.76, вчера , нар обст врем ,199574,vchera,6
753,141.58,60.79, роль , сущ неод ед жен им ,17175,rol',4
754,141.52,60.8, рост , сущ неод ед муж им ,32091,rost,4
755,141.4,60.81, природа , сущ неод ед жен им ,15579,priroda,7
757,140.97,60.84, точка , сущ неод ед жен им ,20247,tochka,6
758,140.78,60.86, звезда , сущ ед жен им ,6437,zvezda,6
760,140.66,60.88, петь , гл несов пер/не инф ,63131,pet',4
764,139.5,60.94, выше , нар обст места ,199614,vyshe,5
765,139.38,60.95, офицер , сущ одуш ед муж им ,29547,ofitser,7
766,139.13,60.97, толпа , сущ неод ед жен им ,20133,tolpa,5
768,138.83,61.0, уровень , сущ неод ед муж им ,142301,uroven',7
771,138.52,61.04, кресло , сущ неод ед ср им ,39899,kreslo,6
772,138.4,61.05, баба , сущ ед жен им ,1009,baba,4
773,138.34,61.06, секунда , сущ неод ед жен им ,17787,sekunda,7
774,138.21,61.08, опыт , сущ неод ед муж им ,29265,opyt,4
775,138.21,61.09, банк , сущ неод ед муж им ,22905,bank,4
777,138.15,61.12, тихий , прл ед муж им ,118774,tihij,5
779,137.3,61.15, сапог , сущ неод ед муж им ,32277,sapog,5
780,137.23,61.16, правило , сущ неод ед ср им ,42647,pravilo,7
781,137.17,61.17, стекло , сущ неод ед ср им ,45071,steklo,6
784,136.13,61.22, дочь , сущ одуш ед жен им ,147860,doch',5
788,135.83,61.27, член , сущ ед муж им ,35379,chlen,5
793,134.85,61.34, цветок , сущ неод ед муж им ,37091,tsvetok,7
795,134.6,61.36, дождь , сущ неод ед муж им ,129294,dozhd',6
796,134.42,61.38, впереди , предл род ,4128047,vperedi,7
798,133.68,61.41, лоб , сущ ед муж им ,1214563,lob,3
799,133.68,61.42, много , числ неопр им ,4016616,mnogo,5
800,133.62,61.43, улыбка , сущ неод ед жен им ,20823,ulybka,6
801,133.56,61.45, борьба , сущ неод ед жен им ,2347,bor'ba,6
802,133.38,61.46, ворот , сущ неод ед муж им ,23955,vorot,5
803,133.26,61.47, этаж , сущ неод ед муж им ,35907,etazh,5
804,133.26,61.49, ящик , сущ неод ед муж им ,36027,jaschik,7
806,132.95,61.51, вновь , нар опред спос ,199263,vnov',5
807,132.89,61.53, нечего , предик ,208822,nechego,7
808,132.89,61.54, голубой , прл ед муж им ,48333,goluboj,7
810,132.64,61.56, впервые , нар опред спос ,199352,vpervye,7
811,132.58,61.58, сосед , сущ одуш ед муж им ,32979,sosed,5
812,132.52,61.59, долгий , прл ед муж им ,104043,dolgij,6
813,132.52,61.6, сестра , сущ одуш ед жен им ,17925,sestra,6
814,132.46,61.62, чей , мест прил ед муж им ,4014935,chej,4
818,132.03,61.67, слабый , прл ед муж им ,55679,slabyj,6
822,131.48,61.72, выход , сущ неод ед муж им ,24153,vyhod,5
823,131.3,61.74, совет , сущ неод ед муж им ,32895,sovet,5
824,131.17,61.75, дурак , сущ одуш ед муж им ,25167,durak,5
826,130.56,61.78, союз , сущ неод ед муж им ,33027,sojuz,5
827,130.5,61.79, лето , сущ неод ед ср им ,39983,leto,4
831,130.26,61.84, висеть , гл несов непер инф ,58494,viset',6
832,130.2,61.85, цвет , сущ неод ед муж им ,35181,tsvet,5
834,129.64,61.88, создать , гл сов перех инф ,95651,sozdat',7
836,129.46,61.91, свобода , сущ неод ед жен им ,17685,svoboda,7
837,129.4,61.92, зато , союз ,207130,zato,4
838,129.34,61.93, уехать , гл сов непер инф ,66650,uehat',6
839,129.34,61.94, стул , сущ неод ед муж им ,33417,stul,4
840,129.15,61.96, музыка , сущ неод ед жен им ,10547,muzyka,6
841,129.15,61.97, поезд , сущ неод ед муж им ,30435,poezd,5
842,128.97,61.98, тень , сущ неод ед жен им ,19941,ten',4
843,128.97,62.0, быстрый , прл ед муж им ,47542,bystryj,7
844,128.91,62.01, поле , сущ неод ед ср им ,163134,pole,4
845,128.91,62.02, лошадь , сущ одуш ед жен им ,9329,loshad',7
848,128.11,62.06, левый , прл ед муж им ,50688,levyj,5
850,127.93,62.09, детский , прл ед муж им ,48738,detskij,7
851,127.87,62.1, тип , сущ ед муж им ,33927,tip,3
852,127.81,62.11, суд , сущ неод ед муж им ,33471,sud,3
861,126.46,62.23, радость , сущ неод ед жен им ,16449,radost',7
862,126.34,62.24, острый , прл ед муж им ,53224,ostryj,6
863,126.16,62.25, возраст , сущ неод ед муж им ,23883,vozrast,7
864,125.73,62.26, орган , сущ неод ед муж им ,29295,organ,5
865,125.48,62.28, входить , гл несов непер инф ,69879,vhodit',7
866,125.48,62.29, карта , сущ неод ед жен им ,7247,karta,5
868,125.24,62.31, слава , сущ ед жен им ,18315,slava,5
869,125.24,62.33, король , сущ одуш ед муж им ,131839,korol',6
871,125.05,62.35, мелкий , прл ед муж им ,51164,melkij,6
872,124.99,62.36, цена , сущ неод ед жен им ,21663,tsena,5
873,124.99,62.38, бок , сущ неод ед муж им ,126962,bok,3
875,124.75,62.4, мозг , сущ неод ед муж им ,28347,mozg,4
877,124.63,62.43, воля , сущ неод ед жен им ,3317,volja,5
878,124.44,62.44, крыша , сущ неод ед жен им ,150352,krysha,6
879,124.44,62.45, область , сущ неод ед жен им ,12281,oblast',7
880,124.14,62.46, нести , гл несов пер/не инф ,61537,nesti,5
881,124.07,62.48, обратно , нар обст напр ,202749,obratno,7
883,123.52,62.5, дама , сущ одуш ед жен им ,4637,dama,4
884,123.34,62.51, семь , числ кол им ,4015079,sem',4
886,123.22,62.54, веселый , прл ед муж им ,47657,veselyj,7
888,123.1,62.56, сад , сущ неод ед муж им ,32175,sad,3
889,123.03,62.57, милый , прл ед муж им ,51264,milyj,5
892,122.48,62.61, мол , част ,207528,mol,3
895,122.18,62.65, средний , прл ед муж им ,56104,srednij,7
896,122.12,62.66, пример , сущ неод ед муж им ,31017,primer,6
898,121.69,62.68, зеркало , сущ неод ед ср им ,39245,zerkalo,7
901,121.32,62.72, дым , сущ неод ед муж им ,25191,dym,3
